transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount,fraud_flag
96,yen,Harum aut ullam eos ,WEB,prepaid,mastercard,18-May,Koch LLC,Marana,85658,32.43673706,-111.2253799,ub,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c0:81:ed:2d:01:8c,23.235.209.181,ub,Solaris,www.melvin-auer.io,prepaid,18-May,mastercard,Koch LLC,US,383228.6955,7377.370121,priority,3886.811431,0.513302575,Male,Married,Very High,Helena Drives,246,Marana,AZ,US,85658,32.436737,-111.22538,NA,NA,NA,0.84336,1
60,yen,Ea nesciunt qui mole,MOBILE,prepaid,americanexpress,20-Jul,"Marquardt, Marquardt and Marquardt",Whitefish,59937,48.40399933,-114.3508606,ubuntu,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,Arlie,ubuntu,airtel,Asoka,82.353269,-171.31827,96.43.110.81,NA,NA,NA,NA,NA,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,NA,NA,NA,0.5271,0
3622.144655,yen,Earum dolore nihil u,POS,debit,visa,18-Sep,"Steuber, Steuber and Steuber",Woodside,19980,39.07138824,-75.56861115,POS,Bank,US,DE,Sharon Mount,Woodside,DE,US,Bank,39.07139,-75.56861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-Sep,visa,"Steuber, Steuber and Steuber",US,564409.4216,43580.26357,business,3197.28264,0.435599465,Male,Other,High,Lexi Passage,812,Reno,NV,US,89508,39.529633,-119.813805,Gusikowski-Gusikowski,0.210676476,Charles,31.82054079,0
177,pound,Maxime suscipit sequ,POS,prepaid,americanexpress,19-Feb,"Orn, Orn and Orn",Reno,89508,39.52963257,-119.8138046,POS,Supermarket,US,NV,Erdman Lodge,Reno,NV,US,Supermarket,39.529633,-119.813805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,"Morissette, Morissette and Morissette",0.386999447,Zella,232.932,0
1072.870018,rupee,Deserunt ipsa fuga n,POS,credit,americanexpress,21-Jan,"Miller, Miller and Miller",Lafayette,70500,30.22409058,-92.01984406,POS,Other,US,LA,Keegan Ridge,Lafayette,LA,US,Other,30.22409,-92.019844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,21-Jan,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,Von Inc,0.542042368,Terrance,16.49001218,1
119,yen,Quam dolore dolor el,POS,prepaid,visa,21-Jun,Lind-Lind,Edmond,73025,35.65283203,-97.47809601,POS,Other,US,OK,Rath Underpass,Edmond,OK,US,Other,35.652832,-97.478096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,21-Jun,visa,Lind-Lind,US,305550.0347,62974.15786,regular,4339.769599,0.114890552,Female,Other,High,Stanton Glen,995,Whitefish,MT,US,59937,48.404,-114.35086,Mills Group,0.18636082,Tod,1.045415,0
4492.813343,rupee,Aut asperiores eveni,WEB,prepaid,mastercard,18-May,Treutel and Sons,Atlanta,39901,33.8871994,-84.28970337,opera,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b7:48:4e:cd:f4:ed,96.43.110.81,opera,Linux,www.luella-stoltenberg.biz,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,69.05454109,0
347,dollar,Fugit ducimus quia m,WEB,prepaid,mastercard,22-May,"Hermiston, Hermiston and Hermiston",Spotsylvania,22551,38.20096588,-77.5891571,firefox,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89:12:2f:31:d5:be,8.8.8.8,firefox,Linux,www.aliyah-stracke.org,prepaid,22-May,mastercard,"Hermiston, Hermiston and Hermiston",US,294571.8158,66966.20475,priority,4395.209116,0.314554127,Female,Married,Low,Kunde Valleys,797,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,347,0
6,yen,Quam architecto labo,POS,prepaid,americanexpress,19-Feb,"Orn, Orn and Orn",Wilder,38589,36.23052597,-85.07471466,POS,Other,US,TN,Sipes Spur,Wilder,TN,US,Other,36.230526,-85.074715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,Brekke LLC,0.489333596,Malika,0.05271,0
1037.224458,rupee,Unde quo unde saepe ,POS,credit,americanexpress,21-Jan,"Miller, Miller and Miller",Whitney,69367,42.75588226,-103.2395554,POS,Supermarket,US,NE,Elouise Wells,Whitney,NE,US,Supermarket,42.755882,-103.239555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,21-Jan,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,Koch Inc,0.28115602,Noel,15.94213992,1
1953.984974,yen,Similique enim et ea,MOBILE,debit,visa,18-Oct,Rice Group,Washington,56972,38.85879898,-76.98680115,windows,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,Ephraim,windows,aircel,Veribet,-85.454703,49.178597,64.145.76.239,NA,NA,NA,NA,NA,debit,18-Oct,visa,Rice Group,US,323041.4172,21076.05026,partner,5222.384087,0.047691694,Male,Married,High,Malcolm Forge,195,Washington,DC,US,56972,38.8588,-76.9868,NA,NA,NA,17.165758,0
1728.444287,yen,Voluptas ea corporis,MOBILE,debit,mastercard,19-Feb,Leuschke and Sons,Woodside,19980,39.07138824,-75.56861115,ios,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,Connie,ios,aircel,Tempsoft,89.494313,61.315726,8.8.8.8,NA,NA,NA,NA,NA,debit,19-Feb,mastercard,Leuschke and Sons,US,926475.6954,71232.93041,business,4171.143009,0.309726754,Male,Other,Very High,Chesley Overpass,725,Woodside,DE,US,19980,39.07139,-75.56861,NA,NA,NA,15.18438306,0
209,dollar,Maxime dignissimos i,MOBILE,prepaid,americanexpress,22-Feb,Boehm and Sons,Andover,5544,42.64640045,-71.16570282,ios,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,Jace,ios,airtel,Greenlam,-10.50618,109.75907,8.8.8.8,NA,NA,NA,NA,NA,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,NA,NA,NA,209,0
3092.757316,yen,Sint est iure occaec,MOBILE,debit,visa,21-Oct,Pouros and Sons,Spotsylvania,22551,38.20096588,-77.5891571,android,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Jalyn,android,aircel,Daltfresh,-87.90867,0.40082082,64.145.76.239,NA,NA,NA,NA,NA,debit,21-Oct,visa,Pouros and Sons,US,259649.2938,93038.91127,regular,4734.039,0.383667196,Female,Married,Low,Keeley Motorway,617,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,27.16987302,0
3783.658367,rupee,Laudantium expedita ,WEB,debit,visa,20-Apr,Walsh LLC,Winslow,72959,35.83120728,-94.11865997,firefox,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c6:d3:ea:bc:a8:00,40.118.240.200,firefox,Other,www.ashley-okeefe.biz,debit,20-Apr,visa,Walsh LLC,US,247319.7453,30643.43039,partner,7295.555882,0.383086245,Female,Unmarried,Low,Isabelle Harbors,503,Winslow,AR,US,72959,35.831207,-94.11866,NA,NA,NA,58.1548291,0
3877.528103,rupee,Alias sit tempora qu,POS,debit,mastercard,21-Oct,Blanda LLC,BattleCreek,49037,42.32115173,-85.17971039,POS,Bank,US,MI,Rohan Keys,BattleCreek,MI,US,Bank,42.32115,-85.17971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Oct,mastercard,Blanda LLC,US,944068.7014,81864.59341,business,3417.869898,0.42795358,Female,Married,High,Daniel Loaf,501,ColoradoSprings,CO,US,80902,38.83388,-104.821365,Strosin Inc,0.298085344,Kennith,59.59760695,0
1263.446817,rupee,Totam quo dolor. Ips,POS,debit,visa,19-Jan,Padberg Group,Clarkston,99403,46.3946228,-117.0644608,POS,Supermarket,US,WA,Grayson Shoals,Clarkston,WA,US,Supermarket,46.394623,-117.06446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,19-Jan,visa,Padberg Group,US,131026.7256,24057.97228,priority,7667.14034,0.280623408,Female,Married,Very High,Casper Extension,684,WakeIsland,HI,US,96898,19.283056,-166.59972,Aufderhar-Aufderhar,0.177637874,Carlo,19.41917758,0
3359.5688,pound,Rem dignissimos dolo,WEB,credit,americanexpress,19-Feb,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,ub,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b:26:49:3b:76:31,104.24.104.181,ub,Other,www.lance-strosin.biz,credit,19-Feb,americanexpress,Keebler Group,US,809881.5083,16040.15039,business,5267.391428,0.361836865,Male,Married,Very High,Dickens Row,317,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,4421.192541,0
248,dollar,Autem amet mollitia ,MOBILE,prepaid,mastercard,18-Jul,Blick and Sons,Providence,2940,41.82379913,-71.41329956,symbian,NoPOS,US,RI,NA,NA,NA,NA,NA,NA,NA,Emelie,symbian,aircel,Otcom,-45.459004,-103.10906,23.235.209.181,NA,NA,NA,NA,NA,prepaid,18-Jul,mastercard,Blick and Sons,US,863871.5753,73296.33842,business,3023.904797,0.016463309,Male,Other,Low,Senger Unions,82,Providence,RI,US,2940,41.8238,-71.4133,NA,NA,NA,248,0
1637.273576,rupee,Tenetur atque repudi,MOBILE,credit,visa,18-Dec,Sporer Group,Atlanta,39901,33.8871994,-84.28970337,android,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,Garland,android,aircel,Holdlamis,87.638252,158.00697,73.2.52.46,NA,NA,NA,NA,NA,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,25.16489487,0
283,dollar,Aut distinctio volup,POS,prepaid,americanexpress,20-Feb,Mills and Sons,Lee,3861,43.12313843,-71.01145172,POS,Other,US,NH,Watsica Squares,Lee,NH,US,Other,43.12314,-71.01145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,20-Feb,americanexpress,Mills and Sons,US,584119.8165,80573.26825,regular,6070.197159,0.244361242,Male,Married,Very High,Natalia Glens,760,Carolina,PR,US,988,18.402,-65.9782,Will-Will,0.493521573,Guillermo,283,0
1009.361121,pound,Eveniet sed dolores ,MOBILE,debit,visa,21-Oct,Pouros and Sons,Spotsylvania,22551,38.20096588,-77.5891571,firefox,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Camren,firefox,airtel,Aerified,-85.151267,113.92747,104.24.104.181,NA,NA,NA,NA,NA,debit,21-Oct,visa,Pouros and Sons,US,259649.2938,93038.91127,regular,4734.039,0.383667196,Female,Married,Low,Keeley Motorway,617,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,1328.319235,0
3040.957941,rupee,Minus et ex aut a si,WEB,credit,visa,20-Oct,Reichel-Reichel,Spearfish,57799,44.49083328,-103.8588867,opera,NoPOS,US,SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04:49:de:97:bc:4c,64.145.76.239,opera,Linux,www.jacquelyn-lubowitz.io,credit,20-Oct,visa,Reichel-Reichel,US,728540.5076,36153.10853,business,7889.528037,0.316860785,Male,Married,Very High,Gabrielle Mountain,995,Spearfish,SD,US,57799,44.490833,-103.85889,NA,NA,NA,46.73952355,0
1424.447792,rupee,Magnam neque placeat,WEB,debit,visa,18-Sep,"Steuber, Steuber and Steuber",Reno,89508,39.52963257,-119.8138046,firefox,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a:7c:3d:62:95:cd,8.8.8.8,firefox,Linux,www.wayne-monahan.io,debit,18-Sep,visa,"Steuber, Steuber and Steuber",US,564409.4216,43580.26357,business,3197.28264,0.435599465,Male,Other,High,Lexi Passage,812,Reno,NV,US,89508,39.529633,-119.813805,NA,NA,NA,21.89376256,0
580,yen,Libero ratione et no,WEB,prepaid,visa,22-Oct,Mraz and Sons,WestFarmington,4992,44.66277695,-70.15583038,opera,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ad:58:13:31:c9:8d,96.43.110.81,opera,Linux,www.dee-gaylord.name,prepaid,17-Nov,visa,Mraz and Sons,US,444468.6533,52862.13845,regular,7778.90066,0.491135588,Male,Other,Very High,Goyette Spur,695,WestFarmington,ME,US,4992,44.662777,-70.15583,NA,NA,NA,5.0953,0
1406.333063,yen,Est beatae iusto rec,POS,credit,mastercard,19-Jun,Bashirian-Bashirian,Providence,2940,41.82379913,-71.41329956,POS,Supermarket,US,RI,Heathcote Avenue,Providence,RI,US,Supermarket,41.8238,-71.4133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,19-Jun,mastercard,Bashirian-Bashirian,US,287793.4853,98343.89731,regular,6021.658459,0.025269504,Male,Unmarried,Low,Randall Square,744,Andover,MA,US,5544,42.6464,-71.1657,"Koelpin, Koelpin and Koelpin",0.546319258,Malachi,12.35463596,0
1094.15557,pound,Odio eaque est commo,MOBILE,credit,americanexpress,21-Dec,Bartoletti-Bartoletti,York,36925,32.47276688,-88.26830292,ubuntu,NoPOS,US,AL,NA,NA,NA,NA,NA,NA,NA,Trinity,ubuntu,jio,Overhold,-43.656644,29.328247,47.52.0.242,NA,NA,NA,NA,NA,credit,21-Dec,americanexpress,Bartoletti-Bartoletti,US,760239.2043,65503.26581,priority,3760.579106,0.08753777,Male,Other,High,Legros Shores,369,York,AL,US,36925,32.472767,-88.2683,NA,NA,NA,1439.90873,0
3584.876993,dollar,Tempore non doloremq,MOBILE,prepaid,visa,18-Jun,Rutherford Group,Warroad,56763,48.91114426,-95.35384369,ubuntu,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,Tre,ubuntu,idea,Zontrax,-51.743069,-91.986289,157.240.0.36,NA,NA,NA,NA,NA,credit,20-Oct,visa,"Marvin, Marvin and Marvin",US,657579.2871,17015.76821,business,5420.129467,0.432556249,Female,Married,Very High,Weber Drive,347,Warroad,MN,US,56763,48.911144,-95.35384,NA,NA,NA,3584.876993,1
2307.189955,yen,Laudantium ea volupt,WEB,credit,mastercard,19-Jan,"Davis, Davis and Davis",Whitefish,59937,48.40399933,-114.3508606,chrome,NoPOS,US,MT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81:29:81:fa:7a:5f,47.52.0.242,chrome,Linux,www.eloy-pollich.net,credit,19-Jan,mastercard,"Davis, Davis and Davis",US,245588.7732,86492.77589,business,5056.343151,0.065977291,Male,Other,Very High,Marlene Lake,159,Whitefish,MT,US,59937,48.404,-114.35086,NA,NA,NA,20.26866375,0
2042.517941,dollar,Dignissimos reiciend,MOBILE,debit,visa,18-Sep,"Steuber, Steuber and Steuber",Reno,89508,39.52963257,-119.8138046,firefox,NoPOS,US,NV,NA,NA,NA,NA,NA,NA,NA,Cleveland,firefox,idea,Span,79.865229,-126.71328,104.24.104.181,NA,NA,NA,NA,NA,debit,18-Sep,visa,"Steuber, Steuber and Steuber",US,564409.4216,43580.26357,business,3197.28264,0.435599465,Male,Other,High,Lexi Passage,812,Reno,NV,US,89508,39.529633,-119.813805,NA,NA,NA,2042.517941,0
2437.439366,pound,Cum doloribus dolore,POS,debit,visa,21-Oct,Pouros and Sons,Woodside,19980,39.07138824,-75.56861115,POS,Bank,US,DE,Schulist Street,Woodside,DE,US,Bank,39.07139,-75.56861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Oct,visa,Pouros and Sons,US,259649.2938,93038.91127,regular,4734.039,0.383667196,Female,Married,Low,Keeley Motorway,617,Spotsylvania,VA,US,22551,38.200966,-77.58916,"Labadie, Labadie and Labadie",0.030761852,Melody,3207.670206,0
3638.510451,yen,Sequi ex voluptatem ,WEB,credit,americanexpress,19-Feb,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,chrome,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55:3e:b2:bc:ec:24,157.240.0.36,chrome,Other,www.mariane-hamill.info,credit,19-Feb,americanexpress,Keebler Group,US,809881.5083,16040.15039,business,5267.391428,0.361836865,Male,Married,Very High,Dickens Row,317,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,31.96431432,0
1966.985644,yen,Aliquam vero ipsum d,POS,credit,visa,18-Dec,Sporer Group,SaintGeorge,84791,37.08919907,-113.5563965,POS,Bank,US,UT,Zack Square,SaintGeorge,UT,US,Bank,37.0892,-113.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,Macejkovic-Macejkovic,0.346979457,Deshaun,17.27996888,0
3180.693302,pound,Voluptate deleniti a,MOBILE,credit,americanexpress,21-Jan,"Miller, Miller and Miller",Alta,83414,43.75388718,-111.0361099,symbian,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,Arvel,symbian,aircel,Keylex,-21.422681,-30.753852,40.118.240.200,NA,NA,NA,NA,NA,credit,21-Jan,americanexpress,"Miller, Miller and Miller",US,629579.895,34299.9769,partner,6071.353505,0.505207992,Male,Married,Very High,Abernathy Glen,995,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,4185.792386,1
1794.661111,dollar,Quia et quo aliquid ,POS,credit,americanexpress,20-Dec,McClure-McClure,BattleCreek,49037,42.32115173,-85.17971039,POS,Other,US,MI,Haven Alley,BattleCreek,MI,US,Other,42.32115,-85.17971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,Nikolaus-Nikolaus,0.428525036,Briana,1794.661111,0
1212.245564,yen,Ullam enim excepturi,POS,debit,mastercard,21-Dec,"Schulist, Schulist and Schulist",Spotsylvania,22551,38.20096588,-77.5891571,POS,Bank,US,VA,Wolf Dam,Spotsylvania,VA,US,Bank,38.200966,-77.58916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,Marks-Marks,0.480538245,Korey,10.64957728,0
1572.101393,dollar,Omnis fugiat odit ut,POS,debit,americanexpress,17-Dec,Dickinson Group,Springfield,65899,37.1493988,-93.25019836,POS,Other,US,MO,Tia Shoal,Springfield,MO,US,Other,37.1494,-93.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,17-Dec,americanexpress,Dickinson Group,US,603396.5064,80666.70967,priority,5293.345278,0.320096734,Female,Unmarried,Low,Jacinthe Pass,621,NorthPort,FL,US,34291,27.044224,-82.23592,"Jacobs, Jacobs and Jacobs",0.211179136,Marcellus,1572.101393,0
67,pound,Corporis esse labore,MOBILE,prepaid,americanexpress,19-Nov,Larkin Group,WhiteMills,42788,37.54376602,-86.03952026,symbian,NoPOS,US,KY,NA,NA,NA,NA,NA,NA,NA,Joshuah,symbian,idea,Tampflex,-22.640337,9.5051152,104.24.104.181,NA,NA,NA,NA,NA,prepaid,19-Nov,americanexpress,Larkin Group,US,436690.1071,10359.58001,regular,6040.995022,0.4578305,Female,Married,Low,Lisette Ports,80,WhiteMills,KY,US,42788,37.543766,-86.03952,NA,NA,NA,88.172,0
2803.547547,rupee,Sint et molestiae eo,WEB,credit,visa,20-Jan,"Frami, Frami and Frami",Norton,5907,44.98878098,-71.78843689,chrome,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35:c9:a3:5c:eb:9f,107.154.105.1,chrome,Windows,www.kylie-boehm.net,credit,20-Jan,visa,"Frami, Frami and Frami",US,751934.2058,90193.85018,partner,3392.74969,0.529389335,Male,Other,High,Zieme Walks,860,Norton,VT,US,5907,44.98878,-71.78844,NA,NA,NA,43.0905258,1
161,rupee,Dolore maxime earum ,POS,prepaid,mastercard,20-Jul,Brakus-Brakus,Andover,5544,42.64640045,-71.16570282,POS,Other,US,MA,Schaefer Path,Andover,MA,US,Other,42.6464,-71.1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,"Blanda, Blanda and Blanda",0.186799764,Mortimer,2.47457,1
3286.666822,dollar,Facilis dolores non ,MOBILE,debit,visa,18-Oct,"Nicolas, Nicolas and Nicolas",Warne,28909,35.00243759,-83.90454102,android,NoPOS,US,NC,NA,NA,NA,NA,NA,NA,NA,Imelda,android,vodaphone,Konklux,2.2467763,-54.779226,49.203.255.255,NA,NA,NA,NA,NA,debit,18-Oct,visa,"Nicolas, Nicolas and Nicolas",US,348444.6627,75219.93693,business,6496.270424,0.03796213,Female,Married,High,Rudy Parks,123,Warne,NC,US,28909,35.002438,-83.90454,NA,NA,NA,3286.666822,0
2736.918783,yen,Aspernatur rerum vol,MOBILE,debit,visa,21-Oct,Pouros and Sons,Spotsylvania,22551,38.20096588,-77.5891571,android,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Maryjane,android,airtel,Stim,58.24758,95.518286,104.24.104.181,NA,NA,NA,NA,NA,debit,21-Oct,visa,Pouros and Sons,US,259649.2938,93038.91127,regular,4734.039,0.383667196,Female,Married,Low,Keeley Motorway,617,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,24.04383151,0
2832.116677,yen,Est vel aut laborum ,POS,debit,americanexpress,20-Jan,"Effertz, Effertz and Effertz",Georgetown,21930,39.39972305,-75.8741684,POS,Bank,US,MD,Schinner Run,Georgetown,MD,US,Bank,39.399723,-75.87417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,20-Jan,americanexpress,"Effertz, Effertz and Effertz",US,621839.1883,28813.36112,partner,3549.830864,0.313378958,Male,Other,High,Westley Parkway,50,NewYork,NY,US,10075,40.714268,-74.005974,Mills Group,0.18636082,Tod,24.88014501,0
2246.341015,pound,Amet sed voluptates.,MOBILE,debit,visa,18-Apr,"Buckridge, Buckridge and Buckridge",Sacramento,95811,38.58157349,-121.4944,windows,NoPOS,US,CA,NA,NA,NA,NA,NA,NA,NA,Jimmy,windows,aircel,Fix San,-5.5962792,-114.70709,96.43.110.81,NA,NA,NA,NA,NA,debit,18-Apr,visa,"Buckridge, Buckridge and Buckridge",US,651172.0257,73993.16896,regular,5590.977795,0.196250428,Male,Married,High,Torphy Flats,253,Sacramento,CA,US,95811,38.581573,-121.4944,NA,NA,NA,2956.184776,0
223,yen,Ipsa porro non qui u,WEB,prepaid,mastercard,18-Apr,"Maggio, Maggio and Maggio",Norton,5907,44.98878098,-71.78843689,ub,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e6:12:e6:b0:95:bd,47.52.0.242,ub,Other,www.kacey-goyette.net,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,NA,NA,NA,1.959055,0
2968.762185,dollar,Qui odio non consequ,MOBILE,credit,mastercard,20-May,Kautzer-Kautzer,Woodside,19980,39.07138824,-75.56861115,firefox,NoPOS,US,DE,NA,NA,NA,NA,NA,NA,NA,Madalyn,firefox,jio,Tres-Zap,0.29076215,37.888871,40.118.240.200,NA,NA,NA,NA,NA,credit,20-May,mastercard,Kautzer-Kautzer,US,715133.6677,73262.89961,partner,3697.713773,0.155335388,Male,Other,Very High,Yasmine Stravenue,893,Woodside,DE,US,19980,39.07139,-75.56861,NA,NA,NA,2968.762185,0
479,dollar,Eius est ut. Dolorib,MOBILE,prepaid,mastercard,18-May,Treutel and Sons,BattleCreek,49037,42.32115173,-85.17971039,symbian,NoPOS,US,MI,NA,NA,NA,NA,NA,NA,NA,Amanda,symbian,idea,Lotlux,-63.873832,151.42936,107.154.105.1,NA,NA,NA,NA,NA,prepaid,18-May,mastercard,Treutel and Sons,US,404243.9036,59209.48452,business,4970.430728,0.385178943,Female,Married,High,Elise Cliff,562,BattleCreek,MI,US,49037,42.32115,-85.17971,NA,NA,NA,479,0
182,yen,Doloribus autem quam,MOBILE,prepaid,visa,18-May,Langosh-Langosh,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,Sage,firefox,jio,Bitwolf,-86.625105,169.14466,96.43.110.81,NA,NA,NA,NA,NA,prepaid,18-May,visa,Langosh-Langosh,US,603648.6382,30512.46433,priority,6425.02769,0.511596457,Female,Other,High,Lane Route,431,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,1.59887,1
